"sciname","nutrient","sex","age","median_ear","median_ear_perc"
"Centropristes striata, Andteolabrax japonicus","Calcium","Children","5-9",0.0125,1.25
"Centropristes striata, Andteolabrax japonicus","Copper","Children","5-9",0.0558823529411765,5.58823529411765
"Centropristes striata, Andteolabrax japonicus","Magnesium","Children","5-9",0.372727272727273,37.2727272727273
"Centropristes striata, Andteolabrax japonicus","Phosphorus","Children","5-9",0.479012345679012,47.9012345679012
"Centropristes striata, Andteolabrax japonicus","Thiamin","Children","5-9",0.22,22
"Centropristes striata, Andteolabrax japonicus","Zinc","Children","5-9",0.1,10
"Centropristis striata","Calcium","Children","5-9",0.013,1.3
"Centropristis striata","Copper","Children","5-9",0.0558823529411765,5.58823529411765
"Centropristis striata","Magnesium","Children","5-9",0.372727272727273,37.2727272727273
"Centropristis striata","Phosphorus","Children","5-9",0.479012345679012,47.9012345679012
"Centropristis striata","Riboflavin","Children","5-9",240,24000
"Centropristis striata","Thiamin","Children","5-9",0.22,22
"Centropristis striata","Zinc","Children","5-9",0.092625,9.2625
"Ceratophyllum demersum","Calcium","Children","5-9",0.07,7
"Ceratophyllum demersum","Magnesium","Children","5-9",0.409090909090909,40.9090909090909
"Ceratophyllum demersum","Riboflavin","Children","5-9",0,0
"Ceratophyllum demersum","Thiamin","Children","5-9",0,0
"Ceratophyllum demersum","Vitamin C","Children","5-9",0,0
"Ceratophyllum demersum","Zinc","Children","5-9",0,0
"Chaenocephalus aceratus","Phosphorus","Children","5-9",0.246913580246914,24.6913580246914
"Chamelea gallina","Calcium","Children","5-9",0.279645625,27.9645625
"Chamelea gallina","Copper","Children","5-9",0.441176470588235,44.1176470588235
"Chamelea gallina","Magnesium","Children","5-9",0.686727272727273,68.6727272727273
"Chamelea gallina","Phosphorus","Children","5-9",0.366666666666667,36.6666666666667
"Chamelea gallina","Riboflavin","Children","5-9",340,34000
"Chamelea gallina","Thiamin","Children","5-9",0.06,6
"Chamelea gallina","Vitamin C","Children","5-9",0.0318181818181818,3.18181818181818
"Chamelea gallina","Zinc","Children","5-9",0.3175,31.75
"Champsocephalus gunnari","Phosphorus","Children","5-9",0.296296296296296,29.6296296296296
"Chanda nama","Calcium","Children","5-9",1.44125,144.125
"Chanda nama","Magnesium","Children","5-9",0.409090909090909,40.9090909090909
"Chanda nama","Zinc","Children","5-9",0.65,65
"Channa marulius","Calcium","Children","5-9",0.822345,82.2345
"Channa marulius","Copper","Children","5-9",0.0441176470588235,4.41176470588235
"Channa marulius","Magnesium","Children","5-9",0.209090909090909,20.9090909090909
"Channa marulius","Phosphorus","Children","5-9",0.37037037037037,37.037037037037
"Channa marulius","Zinc","Children","5-9",0.240199125,24.0199125
"Channa micropeltes","Calcium","Children","5-9",1.35730125,135.730125
"Channa micropeltes","Zinc","Children","5-9",0.36014925,36.014925
"Channa punctata","Calcium","Children","5-9",0.9575,95.75
"Channa punctata","Magnesium","Children","5-9",0.318181818181818,31.8181818181818
"Channa punctata","Zinc","Children","5-9",0.375,37.5
"Channa punctatus","Calcium","Children","5-9",0.78,78
"Channa punctatus","Copper","Children","5-9",0.470588235294118,47.0588235294118
"Channa punctatus","Magnesium","Children","5-9",0.318181818181818,31.8181818181818
"Channa punctatus","Phosphorus","Children","5-9",1.08641975308642,108.641975308642
"Channa punctatus","Riboflavin","Children","5-9",4000,4e+05
"Channa punctatus","Thiamin","Children","5-9",0.1,10
"Channa punctatus","Zinc","Children","5-9",0.27,27
"Channa striata","Calcium","Children","5-9",5.04,504
"Channa striata","Copper","Children","5-9",0.588235294117647,58.8235294117647
"Channa striata","Magnesium","Children","5-9",17.1818181818182,1718.18181818182
"Channa striata","Phosphorus","Children","5-9",15.5185185185185,1551.85185185185
"Channa striata","Riboflavin","Children","5-9",2050,205000
"Channa striata","Thiamin","Children","5-9",0.09,9
"Channa striata","Vitamin C","Children","5-9",0.00181818181818182,0.181818181818182
"Channa striata","Zinc","Children","5-9",0.09625,9.625
"Channa striatus","Calcium","Children","5-9",0.03625,3.625
"Channa striatus","Copper","Children","5-9",0.382352941176471,38.2352941176471
"Channa striatus","Magnesium","Children","5-9",0.195454545454545,19.5454545454545
"Channa striatus","Phosphorus","Children","5-9",0.306172839506173,30.6172839506173
"Channa striatus","Zinc","Children","5-9",0.1275,12.75
"Chanos chanos","Calcium","Children","5-9",0.04375,4.375
"Chanos chanos","Copper","Children","5-9",0.110294117647059,11.0294117647059
"Chanos chanos","Magnesium","Children","5-9",0.277272727272727,27.7272727272727
"Chanos chanos","Phosphorus","Children","5-9",0.632098765432099,63.2098765432099
"Chanos chanos","Riboflavin","Children","5-9",260,26000
"Chanos chanos","Thiamin","Children","5-9",0.026,2.6
"Chanos chanos","Vitamin C","Children","5-9",0,0
"Chanos chanos","Zinc","Children","5-9",0.2075,20.75
"Chela cachius","Calcium","Children","5-9",1.25,125
"Chela cachius","Copper","Children","5-9",0.152941176470588,15.2941176470588
"Chela cachius","Magnesium","Children","5-9",0.354545454545455,35.4545454545455
"Chela cachius","Phosphorus","Children","5-9",1.45679012345679,145.679012345679
"Chela cachius","Zinc","Children","5-9",1.175,117.5
"Chelidonichthys lucerna","Calcium","Children","5-9",0.04125,4.125
"Chelidonichthys lucerna","Copper","Children","5-9",20.5882352941176,2058.82352941176
"Chelidonichthys lucerna","Magnesium","Children","5-9",0.190909090909091,19.0909090909091
"Chelidonichthys lucerna","Phosphorus","Children","5-9",0.4,40
"Chelidonichthys lucerna","Zinc","Children","5-9",95.75,9575
"Chelidonichthys spinosus","Calcium","Children","5-9",0.0525,5.25
"Chelidonichthys spinosus","Copper","Children","5-9",0.117647058823529,11.7647058823529
"Chelidonichthys spinosus","Magnesium","Children","5-9",0.309090909090909,30.9090909090909
"Chelidonichthys spinosus","Phosphorus","Children","5-9",0.493827160493827,49.3827160493827
"Chelidonichthys spinosus","Riboflavin","Children","5-9",300,30000
"Chelidonichthys spinosus","Vitamin C","Children","5-9",0.136363636363636,13.6363636363636
"Chelidonichthys spinosus","Zinc","Children","5-9",0.125,12.5
"Chelon auratus","Zinc","Children","5-9",0.048258,4.8258
"Chelon ramada","Copper","Children","5-9",0.0794514705882353,7.94514705882353
"Chelon ramada","Zinc","Children","5-9",0.106343,10.6343
"Chelonia mydas","Calcium","Children","5-9",0.125,12.5
"Chelonia mydas","Magnesium","Children","5-9",0.2,20
"Chelonia mydas","Riboflavin","Children","5-9",1000,1e+05
"Chelonia mydas","Thiamin","Children","5-9",0.4,40
"Chelonia mydas","Vitamin C","Children","5-9",0,0
"Chelonia mydas","Zinc","Children","5-9",0.325,32.5
"Chionoecetes opilio","Calcium","Children","5-9",0.0725,7.25
"Chionoecetes opilio","Copper","Children","5-9",1.35294117647059,135.294117647059
"Chionoecetes opilio","Magnesium","Children","5-9",0.413636363636364,41.3636363636364
"Chionoecetes opilio","Phosphorus","Children","5-9",0.374074074074074,37.4074074074074
"Chionoecetes opilio","Riboflavin","Children","5-9",1200,120000
"Chionoecetes opilio","Thiamin","Children","5-9",0.16,16
"Chionoecetes opilio","Vitamin C","Children","5-9",0,0
"Chionoecetes opilio","Zinc","Children","5-9",0.675,67.5
"Chirocentrus dorab","Calcium","Children","5-9",1.1440125,114.40125
"Chitala chitala","Calcium","Children","5-9",0.13,13
"Chitala chitala","Copper","Children","5-9",0.0588235294117647,5.88235294117647
"Chitala chitala","Magnesium","Children","5-9",0.209090909090909,20.9090909090909
"Chitala chitala","Phosphorus","Children","5-9",0.48641975308642,48.641975308642
"Chitala chitala","Riboflavin","Children","5-9",640,64000
"Chitala chitala","Thiamin","Children","5-9",0.02,2
"Chitala chitala","Zinc","Children","5-9",0.1525,15.25
"Chondrostoma nasus","Calcium","Children","5-9",0.06875,6.875
"Chondrostoma nasus","Copper","Children","5-9",0.205882352941176,20.5882352941176
"Chondrostoma nasus","Magnesium","Children","5-9",0.536363636363636,53.6363636363636
"Chondrostoma nasus","Phosphorus","Children","5-9",0.666666666666667,66.6666666666667
"Chondrostoma nasus","Zinc","Children","5-9",0.125,12.5
"Chrysichthys nigrodigitatus","Copper","Children","5-9",0.985294117647059,98.5294117647059
"Chrysichthys nigrodigitatus","Zinc","Children","5-9",0.09775,9.775
"Cipangopaludina chinensis","Zinc","Children","5-9",2.025,202.5
"Cipangopaludina chinensis laeta, sinotais quadrata histricus","Calcium","Children","5-9",1.625,162.5
"Cipangopaludina chinensis laeta, sinotais quadrata histricus","Copper","Children","5-9",5.58823529411765,558.823529411765
"Cipangopaludina chinensis laeta, sinotais quadrata histricus","Magnesium","Children","5-9",0.7,70
"Cipangopaludina chinensis laeta, sinotais quadrata histricus","Phosphorus","Children","5-9",0.345679012345679,34.5679012345679
"Cipangopaludina chinensis laeta, sinotais quadrata histricus","Riboflavin","Children","5-9",640,64000
"Cipangopaludina chinensis laeta, sinotais quadrata histricus","Vitamin C","Children","5-9",0,0
"Cipangopaludina chinensis laeta, sinotais quadrata histricus","Zinc","Children","5-9",1.55,155
"Cirrhinus cirrhosus","Calcium","Children","5-9",0.81875,81.875
"Cirrhinus cirrhosus","Copper","Children","5-9",0.0588235294117647,5.88235294117647
"Cirrhinus cirrhosus","Magnesium","Children","5-9",0.345454545454545,34.5454545454545
"Cirrhinus cirrhosus","Phosphorus","Children","5-9",0.691358024691358,69.1358024691358
"Cirrhinus cirrhosus","Riboflavin","Children","5-9",160,16000
"Cirrhinus cirrhosus","Thiamin","Children","5-9",0.14,14
"Cirrhinus cirrhosus","Zinc","Children","5-9",0.0725,7.25
"Clarias anguillaris/gariepinus","Calcium","Children","5-9",0.14375,14.375
"Clarias anguillaris/gariepinus","Copper","Children","5-9",0.308823529411765,30.8823529411765
"Clarias anguillaris/gariepinus","Magnesium","Children","5-9",0.268181818181818,26.8181818181818
"Clarias anguillaris/gariepinus","Phosphorus","Children","5-9",0.654320987654321,65.4320987654321
"Clarias anguillaris/gariepinus","Riboflavin","Children","5-9",150,15000
"Clarias anguillaris/gariepinus","Thiamin","Children","5-9",0.1,10
"Clarias anguillaris/gariepinus","Vitamin C","Children","5-9",0,0
"Clarias anguillaris/gariepinus","Zinc","Children","5-9",0.195,19.5
"Clarias batrachus","Calcium","Children","5-9",0.07375,7.375
"Clarias batrachus","Copper","Children","5-9",0.176470588235294,17.6470588235294
"Clarias batrachus","Magnesium","Children","5-9",0.227272727272727,22.7272727272727
"Clarias batrachus","Phosphorus","Children","5-9",0.518518518518518,51.8518518518519
"Clarias batrachus","Riboflavin","Children","5-9",140,14000
"Clarias batrachus","Thiamin","Children","5-9",0.08,8
"Clarias batrachus","Vitamin C","Children","5-9",0.0227272727272727,2.27272727272727
"Clarias batrachus","Zinc","Children","5-9",0.185,18.5
"Clarias gariepinus","Calcium","Children","5-9",0.02875,2.875
"Clarias gariepinus","Copper","Children","5-9",0.117647058823529,11.7647058823529
"Clarias gariepinus","Magnesium","Children","5-9",0.218181818181818,21.8181818181818
"Clarias gariepinus","Phosphorus","Children","5-9",0.444444444444444,44.4444444444444
"Clarias gariepinus","Riboflavin","Children","5-9",60,6000
"Clarias gariepinus","Thiamin","Children","5-9",0.14,14
"Clarias gariepinus","Vitamin C","Children","5-9",0,0
"Clarias gariepinus","Zinc","Children","5-9",0.2675,26.75
"Clarias macrocephalus","Calcium","Children","5-9",0.025,2.5
"Clarias macrocephalus","Copper","Children","5-9",0.176470588235294,17.6470588235294
"Clarias macrocephalus","Magnesium","Children","5-9",0.227272727272727,22.7272727272727
"Clarias macrocephalus","Phosphorus","Children","5-9",0.414814814814815,41.4814814814815
"Clarias macrocephalus","Riboflavin","Children","5-9",900,90000
"Clarias macrocephalus","Thiamin","Children","5-9",0.02,2
"Clarias macrocephalus","Vitamin C","Children","5-9",0,0
"Clarias macrocephalus","Zinc","Children","5-9",0.05,5
"Clinocardium nuttallii","Calcium","Children","5-9",0.0375,3.75
"Clinocardium nuttallii","Riboflavin","Children","5-9",400,40000
"Clinocardium nuttallii","Thiamin","Children","5-9",0.02,2
"Clupea harengus","Calcium","Children","5-9",0.07125,7.125
"Clupea harengus","Copper","Children","5-9",0.270588235294118,27.0588235294118
"Clupea harengus","Magnesium","Children","5-9",0.290909090909091,29.0909090909091
"Clupea harengus","Phosphorus","Children","5-9",0.598765432098765,59.8765432098765
"Clupea harengus","Riboflavin","Children","5-9",500,50000
"Clupea harengus","Thiamin","Children","5-9",0.18,18
"Clupea harengus","Vitamin C","Children","5-9",0,0
"Clupea harengus","Zinc","Children","5-9",0.22375,22.375
"Clupea pallasii","Calcium","Children","5-9",0.0625,6.25
"Clupea pallasii","Copper","Children","5-9",0.247058823529412,24.7058823529412
"Clupea pallasii","Magnesium","Children","5-9",0.295454545454545,29.5454545454545
"Clupea pallasii","Phosphorus","Children","5-9",0.562962962962963,56.2962962962963
"Clupea pallasii","Riboflavin","Children","5-9",400,40000
"Clupea pallasii","Thiamin","Children","5-9",0.16,16
"Clupea pallasii","Vitamin C","Children","5-9",0,0
"Clupea pallasii","Zinc","Children","5-9",0.20375,20.375
"Clupea pilchardus","Calcium","Children","5-9",0.0325,3.25
"Clupea pilchardus","Copper","Children","5-9",4.70588235294118,470.588235294118
"Clupea pilchardus","Magnesium","Children","5-9",0.636363636363636,63.6363636363636
"Clupea pilchardus","Zinc","Children","5-9",0.975,97.5
"Clupeinae, alosinae","Calcium","Children","5-9",0.041875,4.1875
"Clupeinae, alosinae","Copper","Children","5-9",0.426470588235294,42.6470588235294
"Clupeinae, alosinae","Magnesium","Children","5-9",0.263636363636364,26.3636363636364
"Clupeinae, alosinae","Phosphorus","Children","5-9",0.617283950617284,61.7283950617284
"Clupeinae, alosinae","Riboflavin","Children","5-9",440,44000
"Clupeinae, alosinae","Thiamin","Children","5-9",0.08,8
"Clupeinae, alosinae","Zinc","Children","5-9",0.18575,18.575
"Clupeonella cultriventris","Zinc","Children","5-9",0.125779,12.5779
"Coilia dussumieri","Calcium","Children","5-9",0.56125,56.125
"Coilia dussumieri","Copper","Children","5-9",0.264705882352941,26.4705882352941
"Coilia dussumieri","Magnesium","Children","5-9",0.345454545454545,34.5454545454545
"Coilia dussumieri","Phosphorus","Children","5-9",0.587654320987654,58.7654320987654
"Coilia dussumieri","Riboflavin","Children","5-9",160,16000
"Coilia dussumieri","Thiamin","Children","5-9",0.14,14
"Coilia dussumieri","Zinc","Children","5-9",0.3125,31.25
"Cololabis saira","Calcium","Children","5-9",0.0325,3.25
"Cololabis saira","Copper","Children","5-9",0.367647058823529,36.7647058823529
"Cololabis saira","Magnesium","Children","5-9",0.231818181818182,23.1818181818182
"Cololabis saira","Phosphorus","Children","5-9",0.419753086419753,41.9753086419753
"Cololabis saira","Riboflavin","Children","5-9",580,58000
"Cololabis saira","Thiamin","Children","5-9",0,0
"Cololabis saira","Vitamin C","Children","5-9",0,0
"Cololabis saira","Zinc","Children","5-9",0.175,17.5
"Conger myriaster","Calcium","Children","5-9",0.09375,9.375
"Conger myriaster","Copper","Children","5-9",0.117647058823529,11.7647058823529
"Conger myriaster","Magnesium","Children","5-9",0.209090909090909,20.9090909090909
"Conger myriaster","Phosphorus","Children","5-9",0.518518518518518,51.8518518518519
"Conger myriaster","Riboflavin","Children","5-9",280,28000
"Conger myriaster","Vitamin C","Children","5-9",0.0909090909090909,9.09090909090909
"Conger myriaster","Zinc","Children","5-9",0.175,17.5
"Corbicula leana, corbicula japonica","Calcium","Children","5-9",0.3,30
"Corbicula leana, corbicula japonica","Copper","Children","5-9",1.20588235294118,120.588235294118
"Corbicula leana, corbicula japonica","Magnesium","Children","5-9",0.0909090909090909,9.09090909090909
"Corbicula leana, corbicula japonica","Phosphorus","Children","5-9",0.296296296296296,29.6296296296296
"Corbicula leana, corbicula japonica","Riboflavin","Children","5-9",880,88000
"Corbicula leana, corbicula japonica","Vitamin C","Children","5-9",0.0909090909090909,9.09090909090909
"Corbicula leana, corbicula japonica","Zinc","Children","5-9",0.575,57.5
"Coregonus albula","Calcium","Children","5-9",0.0166463125,1.66463125
"Coregonus albula","Copper","Children","5-9",0.128248529411765,12.8248529411765
"Coregonus albula","Magnesium","Children","5-9",0.195631,19.5631
"Coregonus albula","Phosphorus","Children","5-9",0.641860567901235,64.1860567901235
"Coregonus albula","Zinc","Children","5-9",0.158802875,15.8802875
"Coregonus artedi","Calcium","Children","5-9",0.015,1.5
"Coregonus artedi","Copper","Children","5-9",0.211764705882353,21.1764705882353
"Coregonus artedi","Magnesium","Children","5-9",0.154545454545455,15.4545454545455
"Coregonus artedi","Phosphorus","Children","5-9",0.375308641975309,37.5308641975309
"Coregonus artedi","Riboflavin","Children","5-9",480,48000
